"x","y","dates"
49.086525,-23.9258267,2018-12-20
49.0368283,-23.9421367,2018-12-20
48.9860517,-23.9471533,2018-12-20
48.9348017,-23.9387917,2018-12-20
48.88456,-23.9354917,2018-12-20
48.8237933,-23.9391917,2018-12-20
48.7616433,-23.9443383,2018-12-20
48.7086967,-23.9524617,2018-12-20
48.654745,-23.9729583,2018-12-20
48.5943833,-23.966045,2018-12-20
48.5314317,-24.6524233,2018-12-20
48.5032883,-25.18898,2018-12-21
48.5187983,-25.1800317,2018-12-21
48.5268017,-25.1746533,2018-12-21
48.5351833,-25.17242,2018-12-21
48.5436667,-25.165985,2018-12-21
48.5842667,-25.1360983,2018-12-21
48.6042033,-25.1327017,2018-12-21
48.6185417,-25.1277617,2018-12-21
48.624565,-25.1258733,2018-12-21
48.6181433,-25.1266033,2018-12-21
48.6069133,-25.1350333,2018-12-21
48.59494,-25.14956,2018-12-21
48.5786783,-25.1509133,2018-12-21
48.5635117,-25.1459817,2018-12-21
48.547415,-25.1328133,2018-12-21
48.6509433,-25.2737217,2018-12-21
48.638895,-25.26551,2018-12-21
48.62914,-25.2839667,2018-12-21
48.6290833,-25.2977733,2018-12-21
48.6302233,-25.297525,2018-12-21
48.6214133,-25.309395,2018-12-21
48.61517,-25.3260117,2018-12-21
48.6111967,-25.3424283,2018-12-21
48.5994217,-25.3529833,2018-12-21
48.5780167,-25.3644817,2018-12-21
48.58106,-25.3781817,2018-12-21
48.57688,-25.3791383,2018-12-21
48.571995,-25.383955,2018-12-21
48.553895,-25.388745,2018-12-21
48.53921,-25.3913733,2018-12-21
48.5254583,-25.394965,2018-12-21
48.5235567,-25.3961833,2018-12-21
48.5163783,-25.3983183,2018-12-21
48.5047633,-25.40605,2018-12-21
48.49326,-25.4069417,2018-12-21
48.494755,-25.4014383,2018-12-21
48.49169,-25.4056133,2018-12-21
48.49552,-25.4015267,2018-12-21
48.4967267,-25.404575,2018-12-21
48.49666,-25.408345,2018-12-21
48.5015683,-25.4052917,2018-12-21
48.5002567,-25.4026883,2018-12-21
48.49695,-25.4008317,2018-12-21
48.500895,-25.392625,2018-12-21
48.53496,-25.3367417,2018-12-21
48.533105,-25.330115,2018-12-21
48.517675,-25.3218567,2018-12-21
48.5119617,-25.3126283,2018-12-21
48.49739,-25.3036533,2018-12-21
48.480365,-25.2961517,2018-12-21
48.4679383,-25.28265,2018-12-21
48.4445683,-25.277735,2018-12-21
48.4331817,-25.269715,2018-12-21
48.4197633,-25.2668017,2018-12-21
48.404685,-25.2585933,2018-12-21
48.4024717,-25.249115,2018-12-21
48.3918467,-25.2476133,2018-12-21
48.400485,-25.237045,2018-12-21
48.40551,-25.2300817,2018-12-21
48.4120567,-25.21491,2018-12-21
48.393845,-25.2110283,2018-12-22
48.3947317,-25.2045183,2018-12-22
48.3896933,-25.1939983,2018-12-22
48.40207,-25.1780367,2018-12-22
48.4040583,-25.1660517,2018-12-22
48.4135817,-25.1569533,2018-12-22
48.4177367,-25.14437,2018-12-22
48.4193683,-25.1277333,2018-12-22
48.4255467,-25.1191517,2018-12-22
48.4295767,-25.1105083,2018-12-22
48.4384967,-25.1109833,2018-12-22
48.4503567,-25.1221317,2018-12-22
48.4363933,-25.1365567,2018-12-22
48.4532933,-25.1119017,2018-12-22
48.4666583,-25.1216667,2018-12-22
48.479385,-25.1340383,2018-12-22
48.4861617,-25.1382617,2018-12-22
48.487045,-25.1485067,2018-12-22
48.6618917,-24.9283733,2018-12-22
48.65964,-24.9214283,2018-12-22
48.6609467,-24.9178217,2018-12-22
48.6637917,-24.9158233,2018-12-22
48.6775733,-24.9244733,2018-12-22
48.700755,-24.9289567,2018-12-22
48.7165333,-24.93382,2018-12-22
48.73575,-24.9402533,2018-12-22
48.7552283,-24.9420433,2018-12-22
48.7855,-24.938825,2018-12-22
48.7797383,-24.9343833,2018-12-22
48.77652,-24.939405,2018-12-22
48.8017933,-24.9426617,2018-12-22
48.8326517,-24.9449433,2018-12-22
48.842345,-24.943345,2018-12-22
48.8494383,-24.9409867,2018-12-22
48.861235,-24.9371233,2018-12-22
48.887865,-24.9404267,2018-12-22
48.922155,-24.9395417,2018-12-22
48.936935,-24.9481483,2018-12-22
48.9457633,-24.9586233,2018-12-22
48.9325967,-24.981265,2018-12-22
48.918475,-24.995505,2018-12-22
48.9104833,-24.983415,2018-12-22
48.9123767,-24.979785,2018-12-22
48.9299133,-24.968965,2018-12-22
48.9474317,-24.9669567,2018-12-22
48.9599267,-24.9649883,2018-12-22
48.96208,-24.9695217,2018-12-22
48.96143,-24.9704033,2018-12-22
48.959535,-24.9709117,2018-12-22
48.95321,-24.9769083,2018-12-22
48.941865,-24.9795933,2018-12-22
48.94754,-24.9778017,2018-12-22
48.947485,-24.97473,2018-12-22
48.9518533,-24.9807483,2018-12-22
48.9580167,-24.9760283,2018-12-22
48.9668833,-24.96956,2018-12-22
48.9862183,-24.96005,2018-12-22
49.0110433,-24.9527167,2018-12-22
49.0239083,-24.9592733,2018-12-22
49.0519,-24.9555833,2018-12-22
49.0672883,-24.96462,2018-12-22
49.054745,-24.96591,2018-12-22
49.0406133,-24.9564783,2018-12-22
49.041085,-24.93398,2018-12-22
49.0558367,-24.92379,2018-12-22
49.0627917,-24.9208783,2018-12-22
49.069495,-24.9191,2018-12-22
49.0758433,-24.9165767,2018-12-22
49.0820483,-24.91409,2018-12-22
49.09184,-24.91157,2018-12-22
49.09839,-24.9089383,2018-12-22
49.1060767,-24.9083417,2018-12-22
49.1125867,-24.904985,2018-12-22
49.119515,-24.90297,2018-12-22
49.1260817,-24.9009017,2018-12-22
49.1318667,-24.9053183,2018-12-22
49.1498583,-24.9130867,2018-12-22
49.16928,-24.9169233,2018-12-22
49.1915467,-24.915575,2018-12-22
49.222815,-24.9117533,2018-12-22
49.2530817,-24.9070233,2018-12-22
49.283925,-24.9054967,2018-12-22
49.308655,-24.910075,2018-12-22
49.31026,-24.9207183,2018-12-22
49.3145467,-24.9356917,2018-12-22
49.3318483,-24.9418167,2018-12-22
49.346655,-24.9444117,2018-12-22
49.3646583,-24.9487117,2018-12-22
49.3751183,-24.9524017,2018-12-22
49.3788033,-24.9604167,2018-12-22
49.3801417,-24.9669367,2018-12-22
49.394535,-24.9700533,2018-12-22
49.4018133,-24.976985,2018-12-22
49.418795,-24.9794117,2018-12-22
49.4297033,-24.98563,2018-12-22
49.4357283,-24.994415,2018-12-22
49.444405,-25.0009633,2018-12-22
49.4515467,-25.0090467,2018-12-22
49.4657283,-25.01299,2018-12-22
49.4738267,-25.0232783,2018-12-22
49.4784117,-25.026355,2018-12-22
49.4794517,-25.02867,2018-12-22
49.4854617,-25.0271167,2018-12-22
49.47995,-25.0305383,2018-12-22
49.48765,-25.0318583,2018-12-22
49.4874567,-25.0391267,2018-12-22
49.4903017,-25.043955,2018-12-22
49.4887867,-25.0476367,2018-12-22
49.5038283,-25.04497,2018-12-22
49.5154633,-25.0441017,2018-12-22
49.5271033,-25.0443483,2018-12-22
49.525835,-25.04984,2018-12-22
49.52847,-25.0586017,2018-12-22
49.533155,-25.062465,2018-12-22
49.5385083,-25.0690367,2018-12-22
49.551135,-25.073895,2018-12-22
49.5508717,-25.07614,2018-12-22
49.55034,-25.0751583,2018-12-22
49.5522417,-25.0707767,2018-12-22
49.553055,-25.0690833,2018-12-22
49.5533483,-25.0745317,2018-12-22
49.5541067,-25.072505,2018-12-22
49.5555733,-25.0766017,2018-12-22
49.5561817,-25.0749967,2018-12-22
49.5507667,-25.0785517,2018-12-22
49.5475383,-25.0762667,2018-12-22
49.5408783,-25.073745,2018-12-22
49.5348967,-25.0733517,2018-12-22
49.5323933,-25.07422,2018-12-22
49.531165,-25.0735367,2018-12-22
49.5262483,-25.072465,2018-12-22
49.530555,-25.0773033,2018-12-22
49.5193917,-25.07985,2018-12-22
49.51335,-25.083505,2018-12-22
49.50941,-25.08835,2018-12-23
49.5077517,-25.0889317,2018-12-23
49.5008633,-25.0880767,2018-12-23
49.493445,-25.0909783,2018-12-23
49.4796233,-25.0972467,2018-12-23
49.491475,-25.0959517,2018-12-23
49.4932133,-25.1023067,2018-12-23
49.4884483,-25.110265,2018-12-23
49.4870733,-25.1089617,2018-12-23
49.4859683,-25.1097983,2018-12-23
49.4839183,-25.1050983,2018-12-23
49.4778883,-25.11623,2018-12-23
49.4705417,-25.121295,2018-12-23
49.4844967,-25.110745,2018-12-23
49.504295,-25.0680167,2018-12-23
49.4603483,-25.01968,2018-12-23
49.4229317,-24.98737,2018-12-23
49.4228433,-24.9927967,2018-12-23
49.420645,-24.9978533,2018-12-23
49.38535,-24.9708933,2018-12-23
49.38168,-24.9657733,2018-12-23
49.37758,-24.9621733,2018-12-23
49.3579133,-24.9681417,2018-12-23
49.3391483,-24.98644,2018-12-23
49.3133967,-24.9969633,2018-12-23
49.2964917,-25.01707,2018-12-23
49.2789133,-25.0381817,2018-12-23
49.24736,-25.050555,2018-12-23
49.2421417,-25.0633033,2018-12-23
49.2455217,-25.05815,2018-12-23
49.2491467,-25.0585667,2018-12-23
49.2556333,-25.072415,2018-12-23
49.2433167,-25.09616,2018-12-23
49.2491867,-25.12037,2018-12-23
49.2378117,-25.129285,2018-12-23
49.2372317,-25.1278583,2018-12-23
49.2436367,-25.11474,2018-12-23
49.24347,-25.1231867,2018-12-23
49.2395833,-25.12674,2018-12-23
49.2413117,-25.1290983,2018-12-23
49.2647617,-25.1131133,2018-12-23
49.2831817,-25.1094983,2018-12-23
49.302025,-25.114015,2018-12-23
49.3236717,-25.1067183,2018-12-23
49.3436217,-25.1104617,2018-12-23
49.3707233,-25.110575,2018-12-23
49.3707817,-25.11126,2018-12-23
49.3709833,-25.1106,2018-12-23
49.37117,-25.1105117,2018-12-23
49.3737467,-25.1087983,2018-12-23
49.37453,-25.108805,2018-12-23
49.3752267,-25.1088383,2018-12-23
49.3761317,-25.1089783,2018-12-23
49.387,-25.1169517,2018-12-23
49.38788,-25.11661,2018-12-23
49.38882,-25.1156267,2018-12-23
49.3888667,-25.11522,2018-12-23
49.485835,-25.13477,2018-12-23
49.4865067,-25.1345083,2018-12-23
49.4872317,-25.1340133,2018-12-23
49.482085,-25.1362417,2018-12-23
49.4715717,-25.1453167,2018-12-23
49.4913267,-25.1444033,2018-12-23
49.51036,-25.134815,2018-12-23
49.5150233,-25.129715,2018-12-23
49.51693,-25.1293183,2018-12-23
49.522395,-25.1315,2018-12-23
49.509275,-25.1270567,2018-12-23
49.5105067,-25.1259383,2018-12-23
49.5117933,-25.1247517,2018-12-23
49.5132867,-25.1237017,2018-12-23
49.5149183,-25.12248,2018-12-23
49.5183767,-25.1042183,2018-12-23
49.52115,-25.1032433,2018-12-23
49.53023,-25.0897933,2018-12-23
49.534295,-25.0695683,2018-12-23
49.527045,-25.056005,2018-12-23
49.53308,-25.0484583,2018-12-23
49.5303583,-25.0399067,2018-12-23
49.5338483,-25.0376133,2018-12-23
49.5314017,-25.0388283,2018-12-23
49.53864,-25.04089,2018-12-23
49.544955,-25.0460317,2018-12-23
49.5484117,-25.054575,2018-12-23
49.5551383,-25.057425,2018-12-23
49.5601333,-25.0494,2018-12-23
49.5750967,-25.04701,2018-12-23
49.5899,-25.0354317,2018-12-23
49.605705,-25.0217117,2018-12-23
49.619735,-25.0078967,2018-12-23
49.6298233,-25.0017517,2018-12-23
49.64029,-24.99213,2018-12-23
49.6508,-24.9736617,2018-12-23
49.66216,-24.9652783,2018-12-23
49.664115,-24.9617717,2018-12-23
49.67401,-24.9581283,2018-12-23
49.6733517,-24.9504683,2018-12-23
49.67403,-24.9495283,2018-12-23
49.6691183,-24.9528633,2018-12-23
49.6610183,-24.9532717,2018-12-23
49.6579733,-24.943285,2018-12-23
49.6651983,-24.9370233,2018-12-23
49.6727717,-24.9303367,2018-12-23
49.6805083,-24.93741,2018-12-23
49.6867083,-24.9364917,2018-12-23
49.6818783,-24.9362583,2018-12-23
49.6689333,-24.9401917,2018-12-23
49.6695517,-24.9288483,2018-12-23
49.6747183,-24.9382867,2018-12-23
49.679735,-24.9358167,2018-12-23
49.6891733,-24.9342933,2018-12-23
49.69883,-24.9397167,2018-12-23
49.6999983,-24.941815,2018-12-23
49.7033633,-24.94096,2018-12-23
49.7109667,-24.9435617,2018-12-23
49.6989217,-24.9512267,2018-12-23
49.69371,-24.9513267,2018-12-23
49.68915,-24.9537983,2018-12-23
49.6732483,-24.95771,2018-12-23
49.661245,-24.9655117,2018-12-23
49.6633383,-24.9745,2018-12-24
49.656245,-24.97789,2018-12-24
49.6758117,-24.9834717,2018-12-24
49.6863967,-25.000105,2018-12-24
49.7088867,-25.014595,2018-12-24
49.71487,-25.030955,2018-12-24
49.7188317,-25.04451,2018-12-24
49.7288733,-25.046395,2018-12-24
49.7308817,-25.048165,2018-12-24
49.719025,-25.042335,2018-12-24
49.7224633,-25.0420683,2018-12-24
49.6282167,-25.057005,2018-12-24
49.5963483,-25.07957,2018-12-24
49.574105,-25.0951133,2018-12-24
49.5702883,-25.1132817,2018-12-24
49.571645,-25.1428283,2018-12-24
49.6003233,-25.1549383,2018-12-24
49.6275283,-25.1708583,2018-12-24
49.6755717,-25.1596933,2018-12-24
49.68449,-25.16877,2018-12-24
49.6755067,-25.1691867,2018-12-24
49.6751383,-25.168265,2018-12-24
49.670725,-25.17608,2018-12-24
49.6952,-25.1864617,2018-12-24
49.7132417,-25.188405,2018-12-24
49.7416917,-25.1564,2018-12-24
49.8681583,-25.0816417,2018-12-24
49.8709567,-25.0799233,2018-12-24
49.8743633,-25.0777817,2018-12-24
49.8769683,-25.07628,2018-12-24
49.8792017,-25.0748333,2018-12-24
49.889185,-25.0559917,2018-12-24
49.8927983,-25.0548233,2018-12-24
49.8948933,-25.0525,2018-12-24
49.897185,-25.0506267,2018-12-24
49.898855,-25.04852,2018-12-24
49.9012117,-25.046665,2018-12-24
49.92441,-25.0122,2018-12-24
49.9401683,-24.994835,2018-12-24
49.94275,-24.99393,2018-12-24
49.94437,-24.993235,2018-12-24
49.9461217,-24.99281,2018-12-24
49.94852,-24.991925,2018-12-24
49.9503283,-24.9910617,2018-12-24
49.952395,-24.9899817,2018-12-24
49.9541783,-24.98823,2018-12-24
49.955225,-24.98774,2018-12-24
49.956425,-24.986715,2018-12-24
49.9578583,-24.98574,2018-12-24
49.9596967,-24.9846383,2018-12-24
49.9547883,-24.9609917,2018-12-24
49.9625617,-24.9459917,2018-12-24
49.9695683,-24.9403167,2018-12-24
49.9740967,-24.935665,2018-12-24
49.98226,-24.9302817,2018-12-24
49.9985367,-24.92539,2018-12-24
49.9959767,-24.9236233,2018-12-24
50.2083317,-24.6991317,2018-12-24
50.226075,-24.6844633,2018-12-24
50.2533133,-24.6446483,2018-12-24
50.2838867,-24.6079733,2018-12-24
50.5024933,-24.5136867,2018-12-24
50.81612,-24.4167483,2018-12-24
50.85191,-24.40577,2018-12-24
50.8864433,-24.3896183,2018-12-24
50.9221133,-24.3757817,2018-12-24
50.9501617,-24.3550017,2018-12-24
50.9839767,-24.335925,2018-12-24
51.0153867,-24.3209467,2018-12-24
51.0484267,-24.3067883,2018-12-24
51.08071,-24.2908483,2018-12-24
51.1184617,-24.2777217,2018-12-24
51.1536,-24.2641383,2018-12-24
51.1893567,-24.247515,2018-12-24
51.2264933,-24.22835,2018-12-24
51.261095,-24.2109883,2018-12-24
51.295905,-24.1901167,2018-12-24
51.3359683,-24.1712333,2018-12-24
51.3761133,-24.1517717,2018-12-24
51.41943,-24.1326717,2018-12-24
51.4645567,-24.1147983,2018-12-24
51.507225,-24.1019833,2018-12-24
51.5523583,-24.0832917,2018-12-24
51.592645,-24.06072,2018-12-24
51.634795,-24.0334483,2018-12-24
51.6760817,-24.007115,2018-12-24
51.718735,-23.9822667,2018-12-24
51.7244733,-23.9792717,2018-12-24
51.7302817,-23.9774383,2018-12-24
51.765365,-23.9524083,2018-12-24
51.80043,-23.9278917,2018-12-24
51.841205,-23.8998867,2018-12-24
51.88218,-23.8669867,2018-12-24
51.92544,-23.8375133,2018-12-24
51.9667833,-23.80604,2018-12-24
52.0047033,-23.7730483,2018-12-24
52.0403217,-23.7385833,2018-12-24
52.0755667,-23.703865,2018-12-24
52.11405,-23.6696867,2018-12-24
52.1559833,-23.63856,2018-12-25
52.1743283,-23.6070117,2018-12-25
52.2041833,-23.55135,2018-12-25
52.2249967,-23.5363683,2018-12-25
52.24039,-23.5225433,2018-12-25
52.2400367,-23.5194417,2018-12-25
52.2399917,-23.51595,2018-12-25
52.26737,-23.4958717,2018-12-25
52.2760217,-23.4839433,2018-12-25
52.27632,-23.48124,2018-12-25
52.27532,-23.4774733,2018-12-25
52.2918733,-23.467125,2018-12-25
52.31668,-23.4509983,2018-12-25
52.3087267,-23.4441217,2018-12-25
52.3064833,-23.4377967,2018-12-25
52.304565,-23.435025,2018-12-25
52.31626,-23.4237783,2018-12-25
52.3158233,-23.4152317,2018-12-25
52.3185667,-23.405405,2018-12-25
52.3308933,-23.4037867,2018-12-25
52.3435717,-23.386865,2018-12-25
52.3460917,-23.3714483,2018-12-25
52.3447,-23.3697817,2018-12-25
52.3434767,-23.36826,2018-12-25
52.342205,-23.366325,2018-12-25
52.3394583,-23.3615017,2018-12-25
52.3364967,-23.35904,2018-12-25
52.3488517,-23.349805,2018-12-25
52.3508483,-23.3512117,2018-12-25
52.3667633,-23.348915,2018-12-25
52.393525,-23.316435,2018-12-25
52.4044167,-23.3057967,2018-12-25
52.4410417,-23.3075917,2018-12-25
52.4506583,-23.3177733,2018-12-25
52.4491567,-23.3370417,2018-12-25
52.4953683,-23.3247383,2018-12-25
52.547425,-23.3129967,2018-12-25
52.5944517,-23.2864167,2018-12-25
52.6366567,-23.28263,2018-12-25
52.6843317,-23.25567,2018-12-25
52.7334567,-23.22329,2018-12-25
52.7764717,-23.1889183,2018-12-25
52.7803417,-23.1763917,2018-12-25
52.79808,-23.177325,2018-12-25
52.79869,-23.174605,2018-12-25
52.8133467,-23.1632217,2018-12-25
52.8126917,-23.1605267,2018-12-25
52.8118967,-23.15864,2018-12-25
52.8124133,-23.1561733,2018-12-25
52.8110483,-23.1535617,2018-12-25
52.8095217,-23.1517033,2018-12-25
52.8155083,-23.1490217,2018-12-25
52.814325,-23.1466667,2018-12-25
52.8209567,-23.145565,2018-12-25
52.83333,-23.1398167,2018-12-25
52.8324333,-23.1377,2018-12-25
52.8314567,-23.1352233,2018-12-25
52.8298667,-23.1325767,2018-12-25
52.828205,-23.130165,2018-12-25
52.827395,-23.127585,2018-12-25
52.826185,-23.1254767,2018-12-25
52.8246933,-23.1236,2018-12-25
52.8225017,-23.1224517,2018-12-25
52.82855,-23.1144717,2018-12-25
52.8271733,-23.11267,2018-12-25
52.825695,-23.1108833,2018-12-25
52.8237183,-23.1096483,2018-12-25
52.8224417,-23.108135,2018-12-25
52.83592,-23.092325,2018-12-25
52.8719383,-23.0516183,2018-12-25
52.90815,-23.00878,2018-12-25
52.939255,-22.9733483,2018-12-25
52.9724867,-22.9433183,2018-12-25
53.0008,-22.9148917,2018-12-25
52.9990517,-22.9122583,2018-12-25
52.99745,-22.90943,2018-12-25
52.995675,-22.9067583,2018-12-25
52.9939217,-22.9039683,2018-12-25
52.99233,-22.9014767,2018-12-25
52.9903683,-22.8989333,2018-12-25
52.9885433,-22.8961783,2018-12-25
52.98639,-22.8933933,2018-12-25
52.9845567,-22.8907717,2018-12-25
52.9826483,-22.8880033,2018-12-25
53.29682,-22.5937633,2018-12-25
53.32787,-22.56537,2018-12-25
53.36232,-22.5351167,2018-12-25
53.39759,-22.5016217,2018-12-25
53.4306283,-22.4731367,2018-12-25
53.4628483,-22.4409433,2018-12-25
53.4986083,-22.41082,2018-12-25
53.5359933,-22.3754567,2018-12-25
53.5706167,-22.34334,2018-12-25
53.6064133,-22.3128117,2018-12-25
53.6450317,-22.2823767,2018-12-25
53.6874617,-22.2527517,2018-12-25
53.7247333,-22.22067,2018-12-25
53.76664,-22.19491,2018-12-25
53.805095,-22.1684283,2018-12-25
53.8435133,-22.14096,2018-12-25
53.8781167,-22.1173983,2018-12-25
53.9080717,-22.086015,2018-12-25
53.9469833,-22.0538817,2018-12-25
53.983225,-22.0272033,2018-12-25
54.017145,-21.997655,2018-12-26
54.0547167,-21.972115,2018-12-26
54.0883083,-21.9461433,2018-12-26
54.1249183,-21.92483,2018-12-26
54.1527533,-21.8980583,2018-12-26
54.1826383,-21.87199,2018-12-26
54.21574,-21.8462033,2018-12-26
54.2468533,-21.8196733,2018-12-26
54.258485,-21.811425,2018-12-26
54.2590283,-21.8113483,2018-12-26
54.2598433,-21.81191,2018-12-26
54.2957267,-21.7935267,2018-12-26
54.332,-21.7721033,2018-12-26
54.3703967,-21.7521367,2018-12-26
54.4262833,-21.7399517,2018-12-26
54.4264267,-21.74074,2018-12-26
54.427005,-21.7416783,2018-12-26
54.4274983,-21.74236,2018-12-26
54.427315,-21.74255,2018-12-26
54.4282617,-21.7437,2018-12-26
54.4285417,-21.74461,2018-12-26
54.431425,-21.742605,2018-12-26
54.465675,-21.7194967,2018-12-26
54.49332,-21.7068117,2018-12-26
54.5405317,-21.6822733,2018-12-26
54.5853217,-21.6539233,2018-12-26
54.62991,-21.62706,2018-12-26
54.671745,-21.6012833,2018-12-26
54.7124967,-21.5833467,2018-12-26
54.7290917,-21.5770117,2018-12-26
54.772615,-21.5474267,2018-12-26
54.81847,-21.5246667,2018-12-26
54.8418867,-21.51448,2018-12-26
54.84343,-21.5171883,2018-12-26
54.8786633,-21.5011567,2018-12-26
54.92721,-21.4781717,2018-12-26
54.979,-21.4516267,2018-12-26
55.0379917,-21.4325267,2018-12-26
55.0932567,-21.4079817,2018-12-26
55.131985,-21.3879833,2018-12-26
55.1322233,-21.3901517,2018-12-26
55.13232,-21.3918783,2018-12-26
55.132715,-21.3940983,2018-12-26
55.1330517,-21.396285,2018-12-26
55.133505,-21.39798,2018-12-26
55.134455,-21.4002867,2018-12-26
55.1351033,-21.4024633,2018-12-26
55.1358483,-21.4036917,2018-12-26
55.135935,-21.4055917,2018-12-26
55.13671,-21.406995,2018-12-26
55.138035,-21.4087667,2018-12-26
55.1385217,-21.4100333,2018-12-26
55.1389067,-21.4109133,2018-12-26
55.1395183,-21.4120633,2018-12-26
55.140235,-21.4127767,2018-12-26
55.142835,-21.409015,2018-12-26
55.176815,-21.3960333,2018-12-26
55.18261,-21.3934917,2018-12-26
55.1891383,-21.3938533,2018-12-26
55.1929083,-21.3940333,2018-12-26
55.1941417,-21.3936167,2018-12-26
55.27859,-21.3698917,2018-12-26
55.3115367,-21.35571,2018-12-26
55.3601817,-21.352765,2018-12-26
55.3658267,-21.355815,2018-12-26
55.3645317,-21.3550283,2018-12-26
55.3922217,-21.3484667,2018-12-26
55.3911533,-21.3474217,2018-12-26
55.4270483,-21.356105,2018-12-26
55.43916,-21.3589283,2018-12-26
55.4490617,-21.3567517,2018-12-26
55.4622933,-21.361755,2018-12-26
55.4896017,-21.3671617,2018-12-26
55.5094933,-21.3755933,2018-12-26
55.5339333,-21.3813283,2018-12-26
55.5478683,-21.383345,2018-12-26
55.54997,-21.374955,2018-12-26
